molecule (Canonical/Isomeric SMILES),bacteria,MIC (µmol mL−1),MIC (µg mL−1),doi,id,type,group,group_name,Unnamed: 9,Molecular weight,MIC,log MIC,S. aureus,E. coli,
[Cl-].OC=1C(OC)=CC(C2=NC=3C=CC=CC3N2CCN4CCOCC4)=C5C=C6C=7C=C8OCOC8=CC7CC[N+]6=CC15,MRSA N315,0.218,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,6c,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,587.0760000000002,0.218,-0.6615435063953952,+,-,
[Cl-].FC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,MRSA N315,0.014,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7a,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,582.0310000000002,0.014,-1.853871964321762,+,-,
[Cl-].FC1=CC=C(C(F)=C1)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,MRSA N315,0.107,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7b,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,600.0210000000001,0.107,-0.9706162223147904,+,-,
[Cl-].ClC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,MRSA N315,0.214,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7c,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,598.4860000000001,0.214,-0.6695862266508091,+,-,
[Cl-].ClC1=CC=C(C(Cl)=C1)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,MRSA N315,0.006,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7d,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,632.931,0.006,-2.221848749616356,+,-,
[Cl-].ClC1=CC=C(C=C1Cl)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,MRSA N315,0.101,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7e,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,632.931,0.101,-0.9956786262173574,+,-,
[Cl-].O=C(N1CCCC1)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,MRSA N315,0.219,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,8a,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,585.0600000000002,0.219,-0.6595558851598816,+,-,
[Cl-].O=C(N1CCOCC1)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,MRSA N315,0.213,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,8b,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,601.0590000000001,0.213,-0.6716203965612623,+,-,
[Cl-].O=C(N(CC)CC)CN1C(=NC=2C=CC=CC21)C=3C=C(OC)C(O)=C4C=[N+]5C(=CC34)C=6C=C7OCOC7=CC6CC5,MRSA N315,0.218,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,9a,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,587.0760000000001,0.218,-0.6615435063953952,+,-,
[Cl-].O=C(N(C(C)C)C(C)C)CN1C(=NC=2C=CC=CC21)C=3C=C(OC)C(O)=C4C=[N+]5C(=CC34)C=6C=C7OCOC7=CC6CC5,MRSA N315,0.208,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,9b,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,615.13,0.208,-0.6819366650372385,+,-,
[Cl-].O=C(OC(C)(C)C)CN1C(=NC=2C=CC=CC21)C=3C=C(OC)C(O)=C4C=[N+]5C(=CC34)C=6C=C7OCOC7=CC6CC5,MRSA N315,0.218,,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,10,hybrid,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,,588.0600000000002,0.218,-0.6615435063953952,+,-,
O=C(OCC)C1=C(NC(=O)NC1C=2OC=CC2)CN3C=NC=4C=CC=CC43,"MRSA, Methicillin-Resistant S. aureusN315",,256,10.1002/cjoc.202200326 (https://onlinelibrary.wiley.com/doi/epdf/10.1002/cjoc.202200326),5a,hybrid,C1=CN=CN=C1O,пиримидинон,,366.37700000000007,698.7338178979575,2.8443117631070005,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=CC=CS2)[H])[H])C[N]3C=NC4=C3C=CC=C4,"MRSA, Methicillin-Resistant S. aureusN315",,64,10.1002/cjoc.202200326,5b,hybrid,C1=CN=CN=C1O,,,382.44500000000016,167.3443240204473,2.223610986556937,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=C(C=CS2)C)[H])[H])C[N]3C=NC4=C3C=CC=C4,"MRSA, Methicillin-Resistant S. aureusN315",,64,10.1002/cjoc.202200326,5c,hybrid,C1=CN=CN=C1O,,,396.47200000000015,161.42375754151612,2.2079674523804007,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=CC=CS2)[H])[H])C[N]3C=NC4=C3C=CC(=C4)Br,"MRSA, Methicillin-Resistant S. aureusN315",,16,10.1002/cjoc.202200326,6a,hybrid,C1=CN=CN=C1O,,,461.3410000000002,34.681504570372006,1.5400979299932256,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=CC=CS2)[H])[H])C[N]3C=NC4=C3C=C(C=C4)[N+](=O)[O-],"MRSA, Methicillin-Resistant S. aureusN315",,64,10.1002/cjoc.202200326,6b,hybrid,C1=CN=CN=C1O,,,427.44200000000023,149.7279163020947,2.1753027807415384,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=CC=CS2)[H])[H])C[N]3C=NC4=C3C=C(C=C4)Cl,"MRSA, Methicillin-Resistant S. aureusN315",,32,10.1002/cjoc.202200326,6c,hybrid,C1=CN=CN=C1O,,,416.8900000000002,76.75885725251261,1.8851285005524618,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=CC=CS2)[H])[H])C[N]3C=NC4=C3C=C(C(=C4)C)C,"MRSA, Methicillin-Resistant S. aureusN315",,128,10.1002/cjoc.202200326,6d,hybrid,C1=CN=CN=C1O,,,410.49900000000025,311.8156195264786,2.4938978661583304,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=C(C=CS2)C)[H])[H])C[N]3C=NC4=C3C=CC(=C4)Br,"MRSA, Methicillin-Resistant S. aureusN315",,16,10.1002/cjoc.202200326,6e,hybrid,C1=CN=CN=C1O,,,475.36800000000017,33.6581343296141,1.52709003936383,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=C(C=CS2)C)[H])[H])C[N]3C=NC4=C3C=C(C=C4)[N+](=O)[O-],"MRSA, Methicillin-Resistant S. aureusN315",,16,10.1002/cjoc.202200326,6f,hybrid,C1=CN=CN=C1O,,,441.4690000000002,36.24263538323187,1.5592197698762422,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=C(C=CS2)C)[H])[H])C[N]3C=NC4=C3C=C(C=C4)Cl,"MRSA, Methicillin-Resistant S. aureusN315",,32,10.1002/cjoc.202200326,6g,hybrid,C1=CN=CN=C1O,,,430.91700000000014,74.26024037111553,1.8707563506493663,+,-,
O=C(OCC)C1=C(N(C(=O)N(C1C2=C(C=CS2)C)[H])[H])C[N]3C=NC4=C3C=C(C(=C4)C)C,"MRSA, Methicillin-Resistant S. aureusN315",,64,10.1002/cjoc.202200326,6h,hybrid,C1=CN=CN=C1O,,,424.52600000000024,150.75637299011123,2.1782756803208887,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCOCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,16,https://doi.org/10.1016/j.bmcl.2018.03.046,3с,hybrid,C1=C2C(=NC=N1)N=CN2,,,419.5330000000004,38.13764352267875,1.581353855025819,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCC)N5CCOCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,3d,hybrid,C1=C2C(=NC=N1)N=CN2,,,447.5870000000005,1143.9116864430814,3.0583924968600327,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCC)N5CCOCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,256,https://doi.org/10.1016/j.bmcl.2018.03.046,3e,hybrid,C1=C2C(=NC=N1)N=CN2,,,475.6410000000006,538.2210532733715,2.7309606817993854,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCCCC)N5CCOCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,3f,hybrid,C1=C2C(=NC=N1)N=CN2,,,503.6950000000007,1016.4881525526346,3.0071023211826162,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCCCCCCCCCCCC)N5CCOCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,3g,hybrid,C1=C2C(=NC=N1)N=CN2,,,559.8030000000006,914.6074601243643,2.961234739443124,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC=C)N5CCOCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,3h,hybrid,C1=C2C(=NC=N1)N=CN2,,,375.43600000000026,1363.747749283499,3.134734046841448,+,-,
C#CCN1C(=NC=2C=CC=CC21)CN3C=NC=4C3=NC=NC4N5CCOCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,3i,hybrid,C1=C2C(=NC=N1)N=CN2,,,373.4200000000002,1371.1102779711846,3.1370723863637617,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CC=5C=CC=CC5)N6CCOCC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4a,hybrid,C1=C2C(=NC=N1)N=CN2,,,425.49600000000027,601.6507793257747,2.7793444835847634,+,-,
FC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4b,hybrid,C1=C2C(=NC=N1)N=CN2,,,443.4860000000003,577.2448284726008,2.761360050769165,+,-,
FC1=CC=CC(=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,4c,hybrid,C1=C2C(=NC=N1)N=CN2,,,443.4860000000003,1154.4896569452017,3.0623900464331464,+,-,
ClC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,4e,hybrid,C1=C2C(=NC=N1)N=CN2,,,459.94100000000026,1113.1862564981154,3.0465678358547152,+,-,
ClC1=CC=CC(=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,256,https://doi.org/10.1016/j.bmcl.2018.03.046,4f,hybrid,C1=C2C(=NC=N1)N=CN2,,,459.94100000000026,556.5931282490577,2.745537840190734,+,-,
ClC1=CC=C(C=C1)CN2C(=NC=3C=CC=CC32)CN4C=NC=5C4=NC=NC5N6CCOCC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,4g,hybrid,C1=C2C(=NC=N1)N=CN2,,,459.94100000000026,1113.1862564981154,3.0465678358547152,+,-,
N1=CN=C(C=2NC=NC12)N3CCCCC3,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,5a,hybrid,C1=C2C(=NC=N1)N=CN2,,,203.2489999999999,2519.077584637564,3.4012415434652,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,64,https://doi.org/10.1016/j.bmcl.2018.03.046,6a,hybrid,C1=C2C(=NC=N1)N=CN2,,,417.56100000000043,153.27101908463658,2.1854600449948203,+,-,
N1=CN=C(C=2NC=NC12)N3CCCC3,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,512,https://doi.org/10.1016/j.bmcl.2018.03.046,5b,hybrid,C1=C2C(=NC=N1)N=CN2,,,189.22199999999992,2705.8164484045205,3.432298332487478,+,-,
N=1C=NC(=C2N=CN(C12)CC3=NC=4C=CC=CC4N3CCCCCC)N5CCCC5,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,64,https://doi.org/10.1016/j.bmcl.2018.03.046,6b,hybrid,C1=C2C(=NC=N1)N=CN2,,,403.5340000000004,158.5987797806379,2.200299841641268,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C4=NC=5C=CC=CC5N4)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,6a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,435.4590000000002,9.185709791277706,0.9631127204159313,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C4=NC=5C=CC=CC5N4)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,0.5,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,6b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,447.4700000000002,1.117393344805238,0.048206080373914315,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,1,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,449.4860000000002,2.2247633964127904,0.34728383055463097,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(F)=CC5N4)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,467.4760000000002,34.22635600544197,1.5343606633513853,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Cl)=CC5N4)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,1,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13c,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,483.93100000000027,2.0664102940295197,0.31521655665204046,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Br)=CC5N4)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13d,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,528.3820000000002,60.562244739601255,1.7822019639153153,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(=CC5N4)N(=O)=O)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13e,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,494.4830000000003,16.178513720390782,1.2089386215604687,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,0.125,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13f,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,461.49700000000024,0.27085766538027317,-0.5672588691953038,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(F)=CC5N4)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13g,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,479.48700000000025,4.171124556035928,0.6202531587241386,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Cl)=CC5N4)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,0.5,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13h,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,495.9420000000003,1.0081824084267914,0.0035391152506877624,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Br)=CC5N4)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13i,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,540.393,7.40202038146312,0.8693502765905952,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(=CC5N4)N(=O)=O)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13j,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,506.4940000000003,3.948714101252924,0.5964556906514438,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,477.5400000000003,16.75252334882941,1.2240802319063082,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,491.56700000000035,32.548970943940475,1.5125372626297755,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14c,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,519.6210000000004,123.16669264714079,2.090493279620184,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14d,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,533.6480000000004,59.96462087368448,1.7778950921985563,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14e,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,561.7020000000002,3.5606068698348934,0.5515240254331699,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14f,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,589.7560000000001,13.564931937954,1.1324176190305186,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14g,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,617.81,414.36687654780604,2.6173850317095275,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCCCCCCCC)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,128,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14h,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,701.9719999999995,182.3434552945133,2.2608901801505588,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,128,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14i,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,489.55100000000033,261.4640762658026,2.417412027615296,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14j,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,503.5780000000004,3.9715793779712354,0.5989632469988149,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14k,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,531.6320000000003,120.38402503987714,2.0805688598675274,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,128,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14l,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,545.6590000000003,234.57873873609694,2.370288646875721,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,1,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14m,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,573.7130000000002,1.7430317946429654,0.24130530914789056,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14n,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,601.767,106.35345573951378,2.026751605985044,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14o,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,629.8209999999999,101.61617348421218,2.0069628368448864,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCCCCCCCC)CC3)C6CC6,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14p,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,713.9829999999995,89.63798857956009,1.9524921026756217,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=CC6Cl)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,0.125,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,574.0559999999999,0.2177487910587121,-0.6620442475165691,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=C(Cl)C6)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,574.0559999999999,3.4839806569393934,0.5420757351393556,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=CC6F)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15c,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,557.601,459.1096500902975,2.6619164213587467,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=C(F)C6)CC3)CC,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15d,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,557.601,57.38870626128719,1.758826434366803,+,-,
